article_id,score
2,0.16837003446471516
4,0.23889701614366132
10,0.09043908249582205
13,0.19790916269763392
26,0.044549690183937125
27,0.2785769211066426
30,0.15504451149536877
36,0.058205343034625955
54,0.0809472241141872
60,0.0828421369386962
64,0.33983247828970803
67,0.09317613093994186
68,0.16245542710230823
71,0.06237834889207593
72,0.0805495326741172
81,0.09637193168013361
82,0.2077610820454168
83,0.07219102769350241
87,0.16709740015643437
91,0.03859025015660773
92,0.06264762858926597
93,0.06539973567200565
97,0.08265020424141717
102,0.08059700434591843
103,0.051750423737005787
106,0.08023785146487272
111,0.07112139403045921
113,0.1029716204873615
115,0.08955883440140909
117,0.0364639364291681
118,0.10412625701636677
121,0.28466706654989216
122,0.0637600089921485
127,0.22398094958983725
128,0.05556826274884943
129,0.11713085077715313
130,0.18454661586896223
133,0.19434876101603815
137,0.11931965469043135
142,0.09085036485333417
144,0.16991302492380483
148,0.15090931584102887
151,0.2533753912410661
153,0.07659200220957213
162,0.07642576871940536
163,0.07076907808293492
165,0.18303926875288945
168,0.16335294220646177
170,0.08479562599931979
174,0.053340672489411114
175,0.2865404418546894
177,0.08764194779043195
183,0.19345310686212733
184,0.10631388559542516
188,0.22027145525327405
190,0.04359863845221813
191,0.07493303117705763
195,0.03298182642989132
197,0.05392440585852546
198,0.09503866614995607
201,0.0807301545117018
204,0.0605581878776772
209,0.29733366716531723
212,0.05283599142360711
217,0.07472412839318027
227,0.039844391344434536
229,0.06691016194009006
231,0.21136662275716395
234,0.0458925755552499
235,0.04460718379429855
236,0.07017486127991647
251,0.22331777007457443
256,0.12898412014189742
264,0.08950902492219984
267,0.1446766687177255
276,0.07305096503301861
277,0.10595942590317657
282,0.09313837430924063
286,0.06680474973869942
292,0.1367444107801762
296,0.04443089510545204
301,0.0399459202038275
306,0.07871137058131225
308,0.30049823747505683
315,0.21185381690140653
321,0.17227616341125204
322,0.2222196989090983
324,0.1136601499677334
335,0.08167106544304897
338,0.06959913073780767
339,0.03227867196206154
341,0.15306473968335021
342,0.13301073566627325
345,0.07953088187339849
350,0.030518908872506762
357,0.07618371379113649
359,0.36025068652582226
367,0.05494668706704676
372,0.0626018874821204
374,0.05542759914430475
381,0.047926063824914183
385,0.06182038232138788
395,0.12116237881861629
405,0.035246118432203585
406,0.08316807735897284
411,0.12209655013051247
420,0.1589447784414733
421,0.059504459100337644
422,0.1352753987600968
432,0.04629469227399275
438,0.04955414266637824
443,0.05369555339788006
447,0.11730680069747466
453,0.0665815580541994
454,0.08858981511897673
458,0.0626542303306597
463,0.051861701988503955
466,0.2541762039374824
467,0.10833135235323395
470,0.06193557582235857
471,0.05017670276744463
473,0.15887625449500106
476,0.030536959892667533
477,0.14867220982725557
486,0.13597462652863748
493,0.06339519746622393
494,0.08112671950236124
495,0.13859213247330102
497,0.07639732598013814
499,0.11192386282106206
502,0.1065333094080081
504,0.2717755965579629
506,0.06304177894578486
507,0.18445887401089622
519,0.04361126167862164
523,0.11684526425446058
524,0.1695487438951792
526,0.2504792370431922
529,0.3338023330030077
537,0.04299221099009531
545,0.23826043328091834
548,0.05713274150627721
550,0.03312208393867887
553,0.13483649878826512
559,0.29493651608083266
561,0.07763508950342936
562,0.03511634726549998
567,0.10474954526627736
568,0.16906887923027245
577,0.050002381370141555
581,0.0793511361813187
587,0.04124785096062995
590,0.04560750235192292
593,0.13527702640222658
595,0.1742691730309178
602,0.24217843707213665
603,0.02507514425504039
608,0.09688924884861347
609,0.1335110989854204
611,0.07003134111511883
617,0.07352730199184508
619,0.04612922624008675
621,0.08078598189515139
623,0.28439362287625286
625,0.21513308607506682
627,0.37182236802994156
628,0.14879296057931202
629,0.31270347268316073
633,0.2549700589527338
634,0.2393079860395342
635,0.16830434064016753
640,0.05990171184693061
644,0.15726776411340934
674,0.14865374606646511
678,0.10246337640642661
683,0.037507415976442984
686,0.072222763759406
690,0.02515377214909573
691,0.12120326284373256
696,0.089747767606352
705,0.1122951308064546
707,0.17542802985143338
709,0.05771797729057277
716,0.14066680538681253
717,0.06489919163795561
718,0.07704898284011984
719,0.0333106694478712
721,0.035305027341479424
731,0.15315309068183147
733,0.12466047225880748
734,0.07167561378573749
735,0.11598972834155137
742,0.2121371494516656
744,0.030132357779939046
746,0.09099457647413843
747,0.19906133473424142
748,0.23468177270208504
749,0.09181809978643915
755,0.060049290636811484
766,0.11281108096649888
768,0.07098119747993982
770,0.06258967173147664
771,0.23274435191136467
776,0.09411639105416046
793,0.15948155401971792
805,0.06838151139567827
810,0.056497524993093344
813,0.2932404900781225
823,0.04302163714529199
824,0.11242009986132158
826,0.27830818424200265
830,0.06325588838443627
834,0.1301217388247926
839,0.07341436806246977
841,0.08668810970088217
843,0.08216724686323267
845,0.12918358873505983
849,0.07763198278544911
850,0.07643272209671072
852,0.27014629989206074
856,0.1208061380275221
860,0.16410610816283727
864,0.0703238057922822
874,0.08883026592311165
876,0.23580531028367957
878,0.15633461620496106
879,0.14230376448201093
882,0.09651419904802183
884,0.1070346880781127
885,0.19843270795903703
886,0.05113685187132157
895,0.226528507560942
897,0.03273214264736168
902,0.08243336707210296
906,0.18124947166372687
916,0.04241923477857653
919,0.058998876183475574
928,0.11558245600215868
