article_id,score
2,0.10399015619119675
4,0.3182827902537657
10,0.08831225132311532
13,0.1015585911837013
26,0.03064235339775332
27,0.19142285929193817
30,0.24259566874921912
36,0.10676267874673127
54,0.11479472984523259
60,0.052890526893675134
64,0.3117253458783718
67,0.11089133250700561
68,0.15899119034612963
71,0.0842740645557662
72,0.11689666567734133
81,0.14549999496766092
82,0.13410618888384437
83,0.08572004093446993
87,0.12224515923467517
91,0.062356376859628124
92,0.10083368746814174
93,0.11970608796943352
97,0.13470205038989924
102,0.10625548258216462
103,0.0578856957826543
106,0.07174656914352462
111,0.10289890325529735
113,0.0924523563222561
115,0.07195983824421516
117,0.04824152621050477
118,0.08253505452986826
121,0.19771408477457922
122,0.10805220674344652
127,0.16121700228526484
128,0.06253427403633906
129,0.0758577915451854
130,0.10273258360532168
133,0.229294354825359
137,0.10437322489369995
142,0.07519480330377787
144,0.17232357468297813
148,0.08122069068138071
151,0.22449996314948423
153,0.09675214482382358
162,0.06757678296601699
163,0.08481703253280737
165,0.15074604409742876
168,0.23724564511169666
170,0.10776023878497525
174,0.07341114297575381
175,0.20407727643369736
177,0.0724225845678548
183,0.15572011922212414
184,0.0866848973979719
188,0.13498897614639713
190,0.06334475290459578
191,0.12430863060219893
195,0.048656490845857304
197,0.08356612967341108
198,0.12273453197559625
201,0.05776846947105632
204,0.08014278918814095
209,0.33376518582345543
212,0.06603378171142277
217,0.11167196856165446
227,0.07604693182655237
229,0.07380989967113974
231,0.15024926610540515
234,0.06684637939474135
235,0.06046070328961439
236,0.07873147714817075
251,0.18122877036747823
256,0.1196846297417235
264,0.0841161808386707
267,0.1799591512375393
276,0.11310056061700176
277,0.11635606476550549
282,0.06709597911700899
286,0.05722906897642226
292,0.06054738475219025
296,0.07090826854398559
301,0.055661372074278515
306,0.11144583793561509
308,0.21261730555654865
315,0.3347106827892936
321,0.13385600290385477
322,0.13973349223550244
324,0.11369662555229658
335,0.11133618568103469
338,0.05380992092598309
339,0.04363558719274556
341,0.18230400322078663
342,0.1189743012431298
345,0.08168243997202258
350,0.039266744704986964
357,0.0641774550810588
359,0.3511228340288366
367,0.06598275699509944
372,0.08997368382504616
374,0.06874402425115568
381,0.04959539558402617
385,0.11253993379926343
395,0.1313902569177389
405,0.0652958614905451
406,0.05943200716669963
411,0.11750105071063782
420,0.27661930469920654
421,0.1011897123991685
422,0.10243274746778039
432,0.05867076479164612
438,0.0902604121743833
443,0.1147092845820482
447,0.10746092491267821
453,0.08743126293434753
454,0.13802652131013024
458,0.050642815345411825
463,0.05528209266660798
466,0.21559981808391843
467,0.10982118478209406
470,0.06665822360026402
471,0.04928227740385314
473,0.19855907160474115
476,0.04621438990986024
477,0.10463727467125353
486,0.16353667371037955
493,0.10212807089440114
494,0.06497584523384131
495,0.23097420816672495
497,0.08252128663837746
499,0.13308243809778408
502,0.11380782278714716
504,0.41126058496509244
506,0.09318767661955492
507,0.17272072022553048
519,0.05356007625143495
523,0.12211384321757005
524,0.17029428538335048
526,0.32515350063101495
529,0.4105039787526401
537,0.06296689703158954
545,0.15701625537877517
548,0.06193977651356544
550,0.031150330087314285
553,0.09343076196361802
